transaction_id,amount,customer_age_days,order_count_past_30d,refund_count_past_90d,device_change_flag,shipping_billing_mismatch,payment_method,hour_of_day,is_chargeback
txn_100156,2113.57,420,0,0,0,0,upi,10,0
txn_100157,4469.15,11,4,0,0,0,upi,16,0
txn_100158,101.63,150,0,0,0,0,credit_card,15,0
txn_100159,3580.86,119,2,0,1,0,debit_card,16,0
txn_100160,426.71,81,4,0,0,1,net_banking,5,0
txn_100161,333.05,276,9,0,0,0,credit_card,20,0
txn_100162,11161.57,104,15,0,0,0,upi,11,0
txn_100163,1981.53,513,6,0,0,0,credit_card,7,0
txn_100164,2866.67,215,0,0,0,0,upi,19,0
txn_100165,6103.9,63,3,1,0,0,wallet,15,0
txn_100166,2285.89,161,0,0,0,0,credit_card,12,0
txn_100167,2235.48,148,1,0,0,0,credit_card,18,0
txn_100168,635.13,163,0,0,0,0,upi,8,0
txn_100169,828.74,4,1,0,0,0,debit_card,14,0
txn_100170,490.47,581,0,0,0,0,upi,13,0
txn_100171,1393.21,69,0,0,0,0,upi,21,0
txn_100172,809.27,163,1,0,0,0,credit_card,13,0
txn_100173,1967.04,206,6,2,0,0,upi,10,0
txn_100174,1606.21,462,0,0,1,0,net_banking,17,0
txn_100175,325.04,347,0,0,0,0,upi,17,0
txn_100176,5357.55,135,9,0,0,0,upi,11,0
txn_100177,4968.12,29,1,0,0,0,upi,20,0
txn_100178,932.69,6,1,0,0,0,upi,16,0
txn_100179,3103.28,8,4,1,1,0,net_banking,16,1
txn_100180,5196.24,82,2,0,0,0,upi,17,0
txn_100181,5673.91,257,0,0,0,0,credit_card,11,0
txn_100182,643.76,186,6,0,0,0,debit_card,17,0
txn_100183,880.73,9,1,0,0,0,credit_card,13,0
txn_100184,936.8,4,1,0,0,0,debit_card,8,0
txn_100185,370.76,178,6,2,0,0,debit_card,10,0
txn_100186,881.24,4,2,0,0,0,credit_card,21,0
txn_100187,1242.33,187,0,0,0,0,credit_card,20,0
txn_100188,2380.19,327,1,0,0,0,wallet,22,0
txn_100189,1563.44,136,1,0,0,0,wallet,10,0
txn_100190,1093.15,11,4,0,1,0,upi,17,0
txn_100191,530.77,67,1,0,0,0,debit_card,21,0
txn_100192,168.1,296,3,1,1,0,upi,10,0
txn_100193,373.9,201,0,0,1,0,upi,16,0
txn_100194,640.13,5,2,0,0,0,net_banking,8,0
txn_100195,435.65,92,2,0,0,0,credit_card,12,0
txn_100196,1020.42,13,2,0,0,0,debit_card,22,0
txn_100197,1962.45,51,0,0,0,0,debit_card,13,0
txn_100198,6261.77,12,1,0,0,0,credit_card,20,0
txn_100199,2030.68,178,1,0,0,0,credit_card,16,0
txn_100200,848.02,1,3,1,0,0,debit_card,13,0
txn_100201,649.85,467,0,0,0,0,net_banking,21,0
txn_100202,5698.91,6,4,0,0,0,debit_card,8,0
txn_100203,631.57,77,0,0,0,0,upi,15,0
txn_100204,1749.18,12,4,0,0,0,upi,11,0
txn_100205,374.03,4,4,0,0,0,debit_card,12,0
txn_100206,663.76,47,0,0,1,0,credit_card,15,0
txn_100207,351.01,76,7,2,0,0,upi,13,0
txn_100208,735.46,278,4,0,0,0,net_banking,20,0
txn_100209,10220.67,196,6,0,0,0,credit_card,19,0
txn_100210,1294.01,165,4,1,0,0,credit_card,21,0
txn_100211,117.2,880,8,0,0,0,net_banking,9,0
txn_100212,406.89,231,4,0,1,0,debit_card,14,1
txn_100213,8253.09,38,2,0,0,0,credit_card,20,0
txn_100214,413.84,266,0,0,0,0,upi,17,0
txn_100215,1676.6,223,13,0,0,0,credit_card,16,0
txn_100216,2780.28,525,3,0,0,1,net_banking,22,0
txn_100217,1684.95,7,1,0,0,0,debit_card,12,0
txn_100218,541.86,571,0,0,1,0,debit_card,17,0
txn_100219,333.23,232,3,0,1,0,wallet,9,0
txn_100220,2561.42,274,1,0,0,1,credit_card,14,0
txn_100221,5647.15,81,0,0,0,0,credit_card,21,0
txn_100222,743.26,244,6,0,1,0,credit_card,14,0
txn_100223,1979.9,679,2,0,0,0,credit_card,8,0
txn_100224,1358.66,61,7,1,0,0,credit_card,22,0
txn_100225,1826.22,240,1,0,0,0,credit_card,17,0
txn_100226,385.96,8,3,0,0,1,credit_card,16,0
txn_100227,1771.22,127,5,0,0,0,credit_card,21,0
txn_100228,465.61,196,1,0,1,0,credit_card,15,0
txn_100229,4804.36,238,4,0,0,0,debit_card,17,0
txn_100230,1787.41,26,1,0,0,0,credit_card,14,0
txn_100231,2139.04,41,0,0,0,0,credit_card,12,0
txn_100232,2650.68,127,4,1,0,0,credit_card,11,0
txn_100233,397.2,218,2,0,1,0,upi,9,0
txn_100234,615.51,60,4,1,0,0,credit_card,23,0
txn_100235,2306.55,313,11,0,0,0,credit_card,5,0
txn_100236,3195.54,3,4,1,0,0,credit_card,13,0
txn_100237,981.41,4,2,0,0,1,credit_card,18,0
txn_100238,1555.29,90,1,0,0,0,upi,7,0
txn_100239,221.58,277,1,0,0,0,upi,19,0
txn_100240,392.57,350,6,2,0,0,credit_card,16,0
txn_100241,1449.38,341,0,0,1,0,credit_card,14,0
txn_100242,993.36,310,6,0,0,0,credit_card,8,0
txn_100243,3410.83,28,3,0,0,0,net_banking,19,0
txn_100244,473.63,49,0,0,0,0,credit_card,18,0
txn_100245,496.76,104,11,0,1,0,credit_card,17,0
txn_100246,2282.32,214,0,0,0,0,credit_card,19,0
txn_100247,4321.13,7,4,0,1,0,net_banking,17,0
txn_100248,529.94,1,4,0,0,0,credit_card,16,0
txn_100249,2735.12,20,0,0,0,0,upi,18,0
txn_100250,2675.62,74,0,0,0,0,credit_card,17,0
txn_100251,383.55,0,1,0,0,0,debit_card,17,0
txn_100252,3442.15,51,2,0,0,0,debit_card,9,0
txn_100253,791.58,10,2,0,0,0,wallet,17,0
txn_100254,801.78,63,7,0,0,0,upi,16,0
txn_100255,2310.06,49,2,0,0,0,upi,11,0
txn_100256,1005.57,27,1,0,0,1,upi,16,0
txn_100257,358.47,2,1,0,1,0,debit_card,12,0
txn_100258,1595.25,134,1,0,0,0,credit_card,20,0
txn_100259,877.84,7,4,1,0,0,credit_card,18,0
txn_100260,1600.35,249,2,0,0,0,upi,15,0
txn_100261,2679.11,142,2,0,0,0,debit_card,17,0
txn_100262,1298.21,5,4,0,0,0,credit_card,19,0
txn_100263,396.72,0,2,0,0,0,debit_card,3,0
txn_100264,8117.77,16,3,0,0,0,upi,18,0
txn_100265,1235.24,358,1,0,0,0,debit_card,17,0
txn_100266,1702.76,202,0,0,1,0,upi,20,0
txn_100267,929.41,416,5,0,0,0,upi,17,0
txn_100268,707.1,1091,1,0,0,0,credit_card,18,0
txn_100269,3868.43,131,1,0,0,0,credit_card,9,0
txn_100270,290.67,274,1,0,0,0,debit_card,20,0
txn_100271,2196.08,127,3,0,0,0,credit_card,12,0
txn_100272,612.03,41,3,0,0,0,credit_card,12,0
txn_100273,1219.71,25,5,0,0,0,credit_card,16,0
txn_100274,1110.74,620,0,0,0,1,credit_card,19,0
txn_100275,377.89,192,1,0,0,0,credit_card,6,0
txn_100276,1430.46,147,4,0,0,0,credit_card,21,0
txn_100277,2005.63,61,5,0,0,0,upi,13,0
txn_100278,1559.81,190,0,0,0,1,credit_card,14,0
txn_100279,315.16,232,0,0,0,0,debit_card,17,0
txn_100280,1403.59,427,1,0,0,0,upi,22,0
txn_100281,3069.04,46,4,0,1,0,net_banking,19,0
txn_100282,2135.81,1,1,0,0,0,credit_card,6,0
txn_100283,686.97,359,2,0,0,1,net_banking,17,0
txn_100284,6295.34,118,0,0,0,0,debit_card,22,0
txn_100285,5007.12,357,6,0,0,0,upi,8,0
txn_100286,1047.71,166,6,1,0,0,wallet,9,0
txn_100287,1214.67,6,3,0,0,0,debit_card,16,0
txn_100288,1508.89,89,0,0,0,0,credit_card,17,0
txn_100289,1741.7,162,7,0,1,0,credit_card,22,0
txn_100290,480.82,10,1,0,0,1,debit_card,12,0
txn_100291,1147.54,18,3,0,0,0,net_banking,16,0
txn_100292,2968.47,90,5,0,0,0,credit_card,18,0
txn_100293,3687.83,333,2,0,0,0,upi,18,0
txn_100294,650.94,54,5,0,0,0,upi,14,0
txn_100295,1334.28,41,0,0,0,0,debit_card,15,0
txn_100296,224.24,9,3,0,0,0,upi,11,0
txn_100297,2312.43,77,3,1,0,0,credit_card,18,0
txn_100298,1755.02,3,3,1,0,0,credit_card,15,0
txn_100299,1686.63,272,11,4,0,0,credit_card,20,0
txn_100300,254.5,19,0,0,0,0,credit_card,11,0
txn_100301,2298.95,77,8,3,0,0,credit_card,15,0
txn_100302,432.23,227,2,0,0,1,credit_card,16,0
txn_100303,3397.45,333,3,0,0,0,debit_card,22,0
txn_100304,842.58,254,0,0,0,1,debit_card,21,1
txn_100305,4137.46,178,7,0,0,0,upi,12,0
txn_100306,2265.99,1,4,0,0,0,credit_card,11,0
txn_100307,1962.66,130,4,0,0,0,upi,16,0
txn_100308,913.01,84,1,0,0,0,debit_card,6,0
txn_100309,1536.75,8,2,0,0,0,upi,10,0
txn_100310,776.14,258,0,0,0,1,upi,6,0
txn_100311,1654.07,4,2,0,0,0,credit_card,13,0
txn_100312,2832.08,11,1,0,0,0,credit_card,17,0
txn_100313,478.51,485,0,0,0,0,upi,19,0
txn_100314,1612.11,195,3,0,0,0,credit_card,13,0
txn_100315,752.57,46,6,0,0,0,debit_card,15,0
txn_100316,439.7,1,3,0,0,0,upi,20,0
txn_100317,650.98,187,3,0,0,0,credit_card,19,0
txn_100318,680.56,73,1,0,0,0,debit_card,10,0
txn_100319,401.54,367,1,0,1,1,debit_card,5,0
txn_100320,5426.26,175,3,0,0,0,credit_card,18,0
txn_100321,1375.61,127,2,0,0,0,upi,18,0
txn_100322,1287.27,9,2,0,0,0,upi,15,0
txn_100323,1729.72,464,13,5,0,0,debit_card,10,0
txn_100324,3911.3,205,1,0,0,0,debit_card,14,0
txn_100325,1773.93,41,0,0,0,0,credit_card,11,0
txn_100326,1285.06,133,0,0,0,1,credit_card,16,0
txn_100327,1507.47,22,1,0,0,0,upi,20,0
txn_100328,440.51,544,2,0,0,0,upi,19,0
txn_100329,2267.84,70,2,0,0,0,credit_card,15,0
txn_100330,1632.79,330,9,2,0,0,credit_card,14,0
txn_100331,2169.11,331,1,0,0,0,debit_card,18,0
txn_100332,4574.32,444,2,0,0,0,credit_card,20,0
txn_100333,1440.1,11,4,1,0,0,credit_card,13,0
txn_100334,1732.4,153,19,0,0,0,debit_card,13,0
txn_100335,592.31,80,5,2,0,0,net_banking,8,0
txn_100336,2340.51,305,0,0,0,0,upi,19,0
txn_100337,748.92,31,3,1,0,0,debit_card,18,0
txn_100338,1970.59,323,0,0,0,0,credit_card,5,0
txn_100339,2611.11,62,2,0,1,0,net_banking,15,0
txn_100340,373.72,172,1,0,0,1,credit_card,15,0
txn_100341,397.45,89,1,0,0,0,wallet,16,0
txn_100342,1190.56,600,3,0,0,0,upi,10,0
txn_100343,821.83,110,4,0,1,0,upi,8,0
txn_100344,3080.78,93,11,4,0,0,credit_card,11,0
txn_100345,486.25,13,2,0,1,0,debit_card,0,0
txn_100346,1001.75,354,9,1,0,0,net_banking,11,0
txn_100347,3247.78,25,3,0,0,0,debit_card,9,0
txn_100348,2065.58,16,0,0,0,0,credit_card,11,0
txn_100349,574.1,90,2,0,0,0,debit_card,22,0
txn_100350,3850.16,244,7,0,0,0,upi,10,0
txn_100351,1471.4,355,6,0,0,1,credit_card,9,0
txn_100352,750.08,343,3,0,0,0,upi,16,0
txn_100353,3769.11,154,1,0,0,0,credit_card,11,0
txn_100354,981.06,2,4,0,0,0,upi,18,0
txn_100355,2977.8,408,2,0,1,0,upi,21,0
txn_100356,1123.55,2,4,0,0,0,wallet,8,0
txn_100357,3170.87,14,2,0,0,0,upi,5,0
txn_100358,307.49,85,3,0,0,0,debit_card,16,0
txn_100359,1013.63,392,3,0,0,1,credit_card,13,0
txn_100360,850.56,8,1,0,0,0,credit_card,14,0
txn_100361,1468.12,0,4,0,0,0,upi,10,0
txn_100362,4435.46,145,4,0,0,0,debit_card,20,0
txn_100363,1719.4,197,3,0,0,0,credit_card,22,0
txn_100364,2115.52,7,2,0,0,0,upi,23,0
txn_100365,384.15,87,0,0,0,0,upi,9,0
txn_100366,2000.22,12,2,0,0,0,credit_card,18,0
txn_100367,1285.2,38,1,0,0,0,upi,12,0
txn_100368,1218.58,37,1,0,0,0,credit_card,22,0
txn_100369,2828.14,5,1,0,0,0,upi,12,0
txn_100370,675.35,18,1,0,0,0,upi,10,0
txn_100371,171.25,252,9,1,0,0,upi,15,0
txn_100372,1791.32,141,3,0,0,0,credit_card,15,0
txn_100373,624.69,185,0,0,0,1,upi,9,0
txn_100374,1915.95,7,4,0,0,1,credit_card,18,1
txn_100375,1168.44,206,1,0,0,0,upi,19,0
txn_100376,537.61,1,1,0,0,0,upi,16,0
txn_100377,6807.89,162,3,1,0,0,credit_card,10,0
txn_100378,960.13,45,19,0,0,0,upi,12,0
txn_100379,1814.71,99,1,0,0,0,wallet,16,0
txn_100380,901.28,79,7,0,0,0,net_banking,15,0
txn_100381,1245.75,32,1,0,0,0,debit_card,16,0
txn_100382,2314.1,5,1,0,1,0,credit_card,19,0
txn_100383,312.89,396,0,0,0,0,upi,21,0
txn_100384,1415.6,25,3,0,0,1,upi,13,0
txn_100385,732.04,141,2,0,0,0,debit_card,11,0
txn_100386,2920.2,230,0,0,0,0,debit_card,23,0
txn_100387,2518.94,4,1,0,0,0,credit_card,16,0
txn_100388,1206.58,805,0,0,0,0,credit_card,18,0
txn_100389,470.23,0,2,1,0,0,debit_card,3,0
txn_100390,1405.93,56,2,0,0,0,credit_card,20,0
txn_100391,292.14,26,1,0,1,0,credit_card,20,0
txn_100392,6755.12,18,1,0,0,0,debit_card,16,0
txn_100393,1855.44,7,1,0,0,0,upi,2,0
txn_100394,926.2,79,1,0,0,1,debit_card,11,0
txn_100395,478.1,207,12,1,0,0,debit_card,13,0
txn_100396,260.88,122,3,1,0,0,upi,15,0
txn_100397,3441.28,684,3,1,0,0,upi,18,0
txn_100398,354.72,110,8,3,0,0,credit_card,18,0
txn_100399,779.69,165,4,0,0,0,upi,14,0
txn_100400,1319.08,6,2,1,0,1,credit_card,13,0
txn_100401,1308.97,270,2,0,0,0,upi,18,0
txn_100402,1565.07,167,4,0,0,0,credit_card,23,0
txn_100403,1610.2,254,3,0,0,0,upi,11,0
txn_100404,1142.65,467,0,0,0,0,debit_card,20,0
txn_100405,349.79,85,9,0,1,0,upi,18,0
txn_100406,3197.56,32,0,0,0,0,wallet,16,0
txn_100407,623.69,23,8,0,0,0,credit_card,12,0
txn_100408,1329.68,76,6,0,0,0,debit_card,13,0
txn_100409,1623.33,65,3,1,0,0,credit_card,20,0
txn_100410,1145.93,78,4,0,0,0,debit_card,22,0
txn_100411,2470.59,21,9,0,0,1,debit_card,9,0
txn_100412,760.22,111,0,0,0,0,debit_card,8,0
txn_100413,2338.58,294,7,0,0,0,credit_card,16,0
txn_100414,377.93,137,4,1,1,0,credit_card,20,0
txn_100415,747.12,111,4,0,0,0,credit_card,12,0
txn_100416,874.62,36,3,0,0,0,net_banking,14,0
txn_100417,1240.61,2,3,0,0,0,upi,12,0
txn_100418,319.83,153,6,0,0,0,credit_card,13,0
txn_100419,879.01,9,3,1,0,0,credit_card,20,0
txn_100420,1403.85,79,1,0,0,0,credit_card,14,0
txn_100421,1094.07,14,3,0,0,0,net_banking,17,0
txn_100422,2672.29,125,0,0,0,0,debit_card,8,0
txn_100423,6735.74,8,1,0,0,0,credit_card,11,0
txn_100424,883.04,215,0,0,0,0,credit_card,15,0
txn_100425,4032.04,531,0,0,0,0,debit_card,7,0
txn_100426,1100.31,24,1,0,0,0,upi,16,0
txn_100427,2357.86,239,14,0,1,0,upi,8,0
txn_100428,563.76,276,0,0,0,0,credit_card,10,0
txn_100429,790.02,369,0,0,1,0,upi,11,0
txn_100430,804.61,142,0,0,0,1,credit_card,14,0
txn_100431,22824.28,3,4,0,0,0,upi,14,0
txn_100432,1758.61,63,10,1,1,0,credit_card,8,0
txn_100433,2169.81,108,3,0,0,1,credit_card,9,0
txn_100434,4317.58,313,2,0,0,0,upi,12,0
txn_100435,4495.86,80,16,0,0,0,debit_card,20,0
txn_100436,1450.57,14,3,0,0,0,upi,13,0
txn_100437,1646.49,101,2,0,0,0,debit_card,11,0
txn_100438,2606.53,0,4,0,0,0,debit_card,19,0
txn_100439,1383.61,50,2,0,0,1,debit_card,18,0
txn_100440,1513.18,485,0,0,0,0,debit_card,22,0
txn_100441,661.8,149,2,0,0,0,wallet,8,0
txn_100442,467.84,82,6,0,0,0,credit_card,12,0
txn_100443,2831.22,47,1,0,0,0,debit_card,17,0
txn_100444,1303.82,19,0,0,0,0,upi,11,0
txn_100445,1978.13,181,0,0,0,0,credit_card,15,0
txn_100446,3063.97,630,7,0,0,0,upi,10,0
txn_100447,2092.72,200,0,0,0,0,upi,18,0
txn_100448,1279.35,235,8,0,0,0,credit_card,15,0
txn_100449,370.53,8,3,0,0,0,debit_card,14,0
txn_100450,1587.88,10,3,1,0,0,upi,19,0
txn_100451,2083.19,1,3,0,1,1,net_banking,17,0
txn_100452,1929.59,197,7,0,0,0,upi,10,0
txn_100453,602.17,4,4,0,0,0,upi,11,0
txn_100454,182.36,26,0,0,1,0,credit_card,13,0
txn_100455,2277.41,8,1,0,1,1,debit_card,11,0
txn_100456,1894.02,44,4,0,0,0,debit_card,14,0
txn_100457,1425.34,292,12,0,0,0,credit_card,12,0
txn_100458,324.57,202,1,0,0,0,debit_card,22,0
txn_100459,1117.07,104,2,0,0,0,debit_card,14,0
txn_100460,1837.49,81,2,1,1,0,credit_card,9,0
txn_100461,11926.96,125,0,0,0,0,credit_card,9,0
txn_100462,672.4,465,0,0,0,0,debit_card,10,0
txn_100463,1310.34,35,0,0,0,0,upi,22,0
txn_100464,1534.5,685,7,0,0,0,credit_card,9,0
txn_100465,374.57,160,0,0,1,0,upi,19,0
txn_100466,777.89,16,4,0,0,0,upi,10,0
txn_100467,7606.46,110,0,0,0,0,wallet,17,0
txn_100468,843.44,15,3,0,0,0,debit_card,14,0
txn_100469,1276.7,0,1,0,0,0,credit_card,19,0
txn_100470,300.79,11,2,0,1,0,upi,16,0
txn_100471,2977.58,10,1,0,0,0,credit_card,20,0
txn_100472,1180.47,25,3,0,0,0,upi,22,0
txn_100473,1552.11,11,1,0,0,0,net_banking,16,0
txn_100474,3940.41,185,21,3,0,1,debit_card,20,0
txn_100475,1172.82,60,18,7,1,0,debit_card,19,0
txn_100476,1467.68,64,5,0,0,0,credit_card,14,0
txn_100477,986.74,366,8,0,0,0,upi,0,0
